,PH,Solids,Turbidity,Potability
3632,7.2,151,4.62,1
3633,7.7,86,4.46,1
3634,7.9,13,4.5,1
3635,7.8,141,4.26,1
3636,7.8,82,4.44,1
3637,7.2,105,4.39,1
3638,7.3,145,4.39,1
3639,7.0,149,4.4,1
3640,7.2,79,4.27,1
3641,7.5,154,4.26,1
3642,6.9,164,4.3,1
3643,6.7,125,4.47,1
3644,6.7,163,4.4,1
3645,7.1,95,4.86,1
3646,7.0,37,4.84,1
3647,7.1,1,4.28,1
3648,7.0,69,4.88,1
3649,7.9,155,4.94,1
3650,7.2,82,4.38,1
3651,7.8,137,4.34,1
3652,7.5,89,4.81,1
3653,7.9,25,4.56,1
3654,6.8,65,4.64,1
3655,6.7,102,4.86,1
3656,7.3,30,4.29,1
3657,7.2,30,4.34,1
3658,7.3,77,4.64,1
3659,7.3,125,4.39,1
3660,7.2,138,4.8,1
3661,6.8,109,4.95,1
3662,7.7,105,4.25,1
3663,7.9,44,4.95,1
3664,7.0,89,4.87,1
3665,7.7,109,4.53,1
3666,6.8,152,4.73,1
3667,7.7,50,4.78,1
3668,6.9,27,4.42,1
3669,7.2,80,4.45,1
3670,6.9,167,4.4,1
3671,7.0,99,4.55,1
3672,7.6,19,4.26,1
3673,6.8,118,4.22,1
3674,7.2,51,4.37,1
3675,6.7,110,4.53,1
3676,7.5,67,4.53,1
3677,7.2,41,4.9,1
3678,7.4,112,4.94,1
3679,7.0,115,4.72,1
3680,7.7,35,4.77,1
3681,7.4,155,4.47,1
3682,7.3,0,4.67,1
3683,6.8,90,4.88,1
3684,7.7,24,4.44,1
3685,7.0,62,4.84,1
3686,7.3,141,4.71,1
3687,7.5,128,4.38,1
3688,7.7,116,4.76,1
3689,7.1,79,4.66,1
3690,6.8,49,4.85,1
3691,7.3,93,4.71,1
3692,7.7,52,4.54,1
3693,7.4,125,4.46,1
3694,6.7,69,4.74,1
3695,7.4,128,4.61,1
3696,7.1,132,4.36,1
3697,7.6,39,4.59,1
3698,6.8,84,4.79,1
3699,7.0,165,4.27,1
3700,7.2,139,4.35,1
3701,7.2,135,4.67,1
3702,7.5,69,4.53,1
3703,6.9,132,4.33,1
3704,7.3,55,4.79,1
3705,6.9,110,4.79,1
3706,7.2,161,4.44,1
3707,7.7,57,4.59,1
3708,7.2,69,4.35,1
3709,7.2,24,4.8,1
3710,6.7,132,4.92,1
3711,7.1,99,4.47,1
3712,6.9,147,4.7,1
3713,7.9,66,4.3,1
3714,6.9,73,4.76,1
3715,6.9,158,4.91,1
3716,7.6,119,4.54,1
3717,7.4,86,4.72,1
3718,7.2,115,4.87,1
3719,7.1,139,4.4,1
3720,7.1,9,4.25,1
3721,7.6,18,4.57,1
3722,7.9,118,4.6,1
3723,7.1,150,4.91,1
3724,7.9,19,4.93,1
3725,7.2,142,4.52,1
3726,7.9,14,4.73,1
3727,7.2,132,4.25,1
3728,7.6,83,4.82,1
3729,6.7,161,4.95,1
3730,6.7,49,4.45,1
3731,7.1,99,4.57,1
3732,6.7,80,4.61,1
3733,7.4,111,4.33,1
3734,6.8,159,4.89,1
3735,7.3,150,4.59,1
3736,6.8,160,4.3,1
3737,6.9,142,4.87,1
3738,7.4,73,4.23,1
3739,7.2,5,4.55,1
3740,6.7,155,4.96,1
3741,6.8,129,4.73,1
3742,6.8,60,4.42,1
3743,7.8,11,4.99,1
3744,7.8,78,4.44,1
3745,7.3,155,4.41,1
3746,7.1,69,4.57,1
3747,7.5,124,4.82,1
3748,6.9,76,4.6,1
3749,7.1,23,4.34,1
3750,7.6,50,4.22,1
3751,7.8,164,4.7,1
3752,7.3,4,4.84,1
3753,7.7,169,4.56,1
3754,7.6,37,4.82,1
3755,6.7,54,4.91,1
3756,6.9,15,4.79,1
3757,7.3,22,4.61,1
3758,7.7,162,4.21,1
3759,7.2,36,4.34,1
3760,7.3,127,4.66,1
3761,6.9,154,4.77,1
3762,7.0,2,4.44,1
3763,7.3,10,4.43,1
3764,7.6,163,4.21,1
3765,7.9,55,4.21,1
3766,7.3,77,4.5,1
3767,6.8,91,4.26,1
3768,7.7,58,4.84,1
3769,7.6,161,4.55,1
3770,7.6,109,4.4,1
3771,7.0,43,4.54,1
3772,7.5,139,4.82,1
3773,7.9,136,4.82,1
3774,7.3,56,4.71,1
3775,7.8,148,4.28,1
3776,7.4,58,4.35,1
3777,7.8,12,4.58,1
3778,6.8,70,4.82,1
3779,6.9,155,4.78,1
3780,6.8,151,4.63,1
3781,7.2,51,4.34,1
3782,7.1,155,4.67,1
3783,7.9,124,4.44,1
3784,7.8,35,4.36,1
3785,6.8,111,4.81,1
3786,7.6,29,4.84,1
3787,7.1,44,4.73,1
3788,7.6,76,4.87,1
3789,7.4,92,4.22,1
3790,7.5,99,4.97,1
3791,7.4,15,4.25,1
3792,7.6,128,4.3,1
3793,7.1,37,4.77,1
3794,7.2,111,4.61,1
3795,7.0,55,4.69,1
3796,7.3,65,4.27,1
3797,7.8,23,4.28,1
3798,6.7,55,4.42,1
3799,7.4,27,4.87,1
3800,7.1,132,4.8,1
3801,6.8,168,4.44,1
3802,7.4,60,4.27,1
3803,7.7,53,4.39,1
3804,7.7,7,4.79,1
3805,7.8,89,4.54,1
3806,7.0,48,4.83,1
3807,7.9,114,4.79,1
3808,6.9,16,4.85,1
3809,7.0,125,4.63,1
3810,7.8,6,4.66,1
3811,7.5,2,4.96,1
3812,7.3,23,4.82,1
3813,7.1,148,4.38,1
3814,7.5,149,4.53,1
3815,7.2,32,4.39,1
3816,7.6,69,4.64,1
3817,7.2,167,4.54,1
3818,7.1,80,4.57,1
3819,7.9,12,4.48,1
3820,7.2,14,4.6,1
3821,7.0,24,4.34,1
3822,7.0,31,4.69,1
3823,7.4,38,4.64,1
3824,7.8,134,4.98,1
3825,7.3,54,4.55,1
3826,7.8,70,4.84,1
3827,7.5,111,4.61,1
3828,7.5,69,4.99,1
3829,7.9,123,4.62,1
3830,7.6,39,4.37,1
3831,7.3,66,4.48,1
3832,7.1,6,4.98,1
3833,7.8,74,4.4,1
3834,6.7,135,4.33,1
3835,7.2,64,4.26,1
3836,7.7,9,4.99,1
3837,7.4,32,4.28,1
3838,7.6,103,4.99,1
3839,7.8,23,4.29,1
3840,6.8,110,4.6,1
3841,7.8,100,4.48,1
3842,7.0,147,4.99,1
3843,7.9,28,4.23,1
3844,6.8,97,4.29,1
3845,6.9,107,4.78,1
3846,6.7,167,4.53,1
3847,7.2,102,4.7,1
3848,7.2,38,4.51,1
3849,6.9,135,4.48,1
3850,6.9,21,4.33,1
3851,6.7,86,4.29,1
3852,7.4,75,4.76,1
3853,7.4,71,4.93,1
3854,7.8,151,4.88,1
3855,7.7,31,4.8,1
3856,7.5,41,4.74,1
3857,7.5,30,4.23,1
3858,7.6,156,4.21,1
3859,7.8,12,4.53,1
3860,7.0,167,4.91,1
3861,7.6,74,4.39,1
3862,6.8,51,4.24,1
3863,6.7,115,4.69,1
3864,7.2,43,4.52,1
3865,7.3,152,4.31,1
3866,7.8,27,4.21,1
3867,7.5,129,4.25,1
3868,7.3,26,4.84,1
3869,7.6,0,4.33,1
3870,7.1,106,4.4,1
3871,6.8,143,4.61,1
3872,7.4,27,4.82,1
3873,7.1,81,4.86,1
3874,7.4,89,4.62,1
3875,6.7,13,4.93,1
3876,6.7,7,4.28,1
3877,7.0,134,4.77,1
3878,6.9,116,4.45,1
3879,7.7,140,4.99,1
3880,6.7,88,4.51,1
3881,7.0,97,4.3,1
3882,7.1,16,4.48,1
3883,7.5,104,4.98,1
3884,7.8,20,4.55,1
3885,7.7,7,4.96,1
3886,7.7,35,4.24,1
3887,7.1,106,4.58,1
3888,6.7,5,4.52,1
3889,6.7,135,4.34,1
3890,7.7,107,4.6,1
3891,6.7,121,4.76,1
3892,7.1,114,4.92,1
3893,7.0,5,4.37,1
3894,7.1,146,4.46,1
3895,7.7,53,4.83,1
3896,7.0,6,4.6,1
3897,6.8,139,4.57,1
3898,7.1,134,4.44,1
3899,7.3,163,4.76,1
3900,7.4,37,4.63,1
3901,6.9,46,4.39,1
3902,7.3,31,4.35,1
3903,7.8,26,4.35,1
3904,6.9,53,4.78,1
3905,7.2,21,4.57,1
3906,7.9,116,4.62,1
3907,7.8,29,4.59,1
3908,7.1,148,4.56,1
3909,7.8,17,4.42,1
3910,6.9,150,4.8,1
3911,6.8,91,4.6,1
3912,7.1,16,4.3,1
3913,6.9,135,4.26,1
3914,6.8,82,4.64,1
3915,7.0,167,4.41,1
3916,7.2,103,4.92,1
3917,7.3,132,4.57,1
3918,7.4,64,4.89,1
3919,7.8,49,4.39,1
3920,7.0,72,4.57,1
3921,7.9,121,4.76,1
3922,7.8,94,4.81,1
3923,7.8,169,4.43,1
3924,7.2,68,4.73,1
3925,7.9,143,4.64,1
3926,7.7,121,4.27,1
3927,7.7,43,4.8,1
3928,7.5,42,4.95,1
3929,7.4,47,4.61,1
3930,7.5,55,4.8,1
3931,7.8,105,4.56,1
3932,7.4,107,4.34,1
3933,7.3,157,4.94,1
3934,6.7,138,4.42,1
3935,7.7,155,4.44,1
3936,6.9,133,4.31,1
3937,7.4,76,4.81,1
3938,7.7,113,4.48,1
3939,7.7,66,4.92,1
3940,7.9,119,4.24,1
3941,6.9,54,4.71,1
3942,7.9,112,4.61,1
3943,7.4,22,4.31,1
3944,7.2,30,4.8,1
3945,7.5,106,4.87,1
3946,7.8,129,4.47,1
3947,7.9,66,4.81,1
3948,7.5,44,4.79,1
3949,7.6,5,4.25,1
3950,7.5,2,4.72,1
3951,7.4,58,4.65,1
3952,7.4,125,4.79,1
3953,7.2,117,4.76,1
3954,7.3,114,4.42,1
3955,7.9,158,4.47,1
3956,7.4,20,4.65,1
3957,7.2,110,4.85,1
3958,7.3,136,4.52,1
3959,7.1,31,4.96,1
3960,6.9,8,4.98,1
3961,7.4,87,4.78,1
3962,7.3,131,4.39,1
3963,6.8,86,4.46,1
3964,7.5,154,4.8,1
3965,7.2,81,4.23,1
3966,7.6,80,4.75,1
3967,7.4,83,4.26,1
3968,6.8,95,4.85,1
3969,7.3,27,4.84,1
3970,6.9,3,4.55,1
3971,6.7,99,4.95,1
3972,6.7,112,4.92,1
3973,7.1,106,4.27,1
3974,7.7,14,4.36,1
3975,7.6,30,4.24,1
3976,7.2,82,4.54,1
3977,7.4,105,4.97,1
3978,7.3,72,4.8,1
3979,6.8,0,4.98,1
3980,7.8,24,4.86,1
3981,7.7,100,4.7,1
3982,7.4,6,4.64,1
3983,7.9,47,4.29,1
3984,7.4,148,4.49,1
3985,7.9,134,4.55,1
3986,7.4,12,4.87,1
3987,7.5,16,4.63,1
3988,7.9,36,4.59,1
3989,7.6,149,4.72,1
3990,7.4,51,4.77,1
3991,6.7,120,4.5,1
3992,6.7,50,4.55,1
3993,7.0,1,4.53,1
3994,6.9,148,4.81,1
3995,6.7,151,4.61,1
3996,6.8,56,4.56,1
3997,7.6,132,4.55,1
3998,7.2,23,4.42,1
3999,6.9,119,4.62,1
4000,6.8,62,4.22,1
4001,7.6,46,4.54,1
4002,7.4,54,4.96,1
4003,7.4,57,4.54,1
4004,7.9,49,4.86,1
4005,7.4,79,4.41,1
4006,7.8,43,4.48,1
4007,6.7,51,4.47,1
4008,7.6,118,4.32,1
4009,7.8,37,4.9,1
4010,7.6,12,4.97,1
4011,7.8,101,4.89,1
4012,7.4,156,4.29,1
4013,6.9,116,4.93,1
4014,7.5,63,4.94,1
4015,7.3,86,4.46,1
4016,7.1,123,4.36,1
4017,7.7,53,4.99,1
4018,7.4,56,4.75,1
4019,7.5,140,4.56,1
4020,7.9,97,4.82,1
4021,7.4,158,4.86,1
4022,7.7,156,4.62,1
4023,7.5,153,4.86,1
4024,7.9,147,4.66,1
4025,7.7,125,4.87,1
4026,7.9,62,4.88,1
4027,7.5,27,4.31,1
4028,7.8,56,4.26,1
4029,7.9,110,4.74,1
4030,7.6,73,4.86,1
4031,7.1,165,4.38,1
4032,7.8,6,4.62,1
4033,7.9,131,4.81,1
4034,7.2,5,4.42,1
4035,6.9,136,4.59,1
4036,7.8,79,4.88,1
4037,7.7,154,4.54,1
4038,7.4,11,4.23,1
4039,7.0,69,4.32,1
4040,7.2,92,4.24,1
4041,7.3,124,4.28,1
4042,7.3,77,4.85,1
4043,6.9,158,4.54,1
4044,7.0,68,4.8,1
4045,7.7,54,4.33,1
4046,7.0,110,4.45,1
4047,7.9,112,4.32,1
4048,7.7,59,4.5,1
4049,6.9,43,4.25,1
4050,7.1,128,4.35,1
4051,7.5,109,4.32,1
4052,7.1,35,4.76,1
4053,7.1,137,4.54,1
4054,7.2,21,4.28,1
4055,7.2,139,4.34,1
4056,7.4,41,4.58,1
4057,7.3,124,4.48,1
4058,7.6,4,4.37,1
4059,6.8,105,4.23,1
4060,7.1,28,4.51,1
4061,7.9,115,4.32,1
4062,7.9,73,4.75,1
4063,7.1,23,4.23,1
4064,7.1,56,4.3,1
4065,7.9,124,4.3,1
4066,6.7,111,4.38,1
4067,7.7,65,4.28,1
4068,7.3,119,4.74,1
4069,7.6,46,4.91,1
4070,7.1,75,4.87,1
4071,7.2,61,4.43,1
4072,7.0,151,4.78,1
4073,7.8,155,4.59,1
4074,7.5,38,4.51,1
4075,7.7,63,4.86,1
4076,7.4,89,4.55,1
4077,6.7,29,4.37,1
4078,7.4,127,4.95,1
4079,6.7,52,4.77,1
4080,6.9,136,4.51,1
4081,7.1,70,4.76,1
4082,7.4,160,4.24,1
4083,6.8,58,4.64,1
4084,7.1,47,4.39,1
4085,7.5,79,4.74,1
4086,7.4,164,4.64,1
4087,7.7,23,4.68,1
4088,7.1,74,4.79,1
4089,7.8,149,4.57,1
4090,7.3,9,4.68,1
4091,7.6,10,4.57,1
4092,7.6,47,4.95,1
4093,7.9,68,4.99,1
4094,7.9,35,4.74,1
4095,7.4,157,4.58,1
4096,7.4,122,4.24,1
4097,7.2,40,4.99,1
4098,6.7,124,4.61,1
4099,7.6,105,4.47,1
4100,6.8,12,4.57,1
4101,6.9,61,4.84,1
4102,7.7,144,4.28,1
4103,7.4,5,4.35,1
4104,7.7,71,4.55,1
4105,6.8,101,4.68,1
4106,7.5,103,4.84,1
4107,6.7,66,4.81,1
4108,7.7,79,4.88,1
4109,7.9,144,4.47,1
4110,7.5,169,4.39,1
4111,7.1,94,4.4,1
4112,7.2,74,4.97,1
4113,7.8,28,4.28,1
4114,7.7,35,4.67,1
4115,6.8,118,4.31,1
4116,7.3,153,4.26,1
4117,7.2,136,4.56,1
4118,7.7,95,4.28,1
4119,6.8,28,4.36,1
4120,7.7,105,4.84,1
4121,7.6,16,4.35,1
4122,7.7,6,4.71,1
4123,6.9,78,4.6,1
4124,7.7,7,4.46,1
4125,7.8,54,4.64,1
4126,7.1,3,4.45,1
4127,7.4,117,4.32,1
4128,7.7,6,4.46,1
4129,7.8,37,4.66,1
4130,6.9,70,4.69,1
4131,7.0,57,4.51,1
4132,7.2,49,4.9,1
4133,7.9,158,4.41,1
4134,7.1,26,4.21,1
4135,7.0,128,4.68,1
4136,6.8,106,4.34,1
4137,7.0,25,4.94,1
4138,7.8,72,4.96,1
4139,7.4,169,4.29,1
4140,7.3,12,4.28,1
4141,7.6,19,4.83,1
4142,6.7,57,4.4,1
4143,7.1,117,4.46,1
4144,7.5,81,4.67,1
4145,7.1,157,4.99,1
4146,7.4,87,4.4,1
4147,7.7,50,4.23,1
4148,6.9,123,4.96,1
4149,7.8,135,4.48,1
4150,7.2,100,4.58,1
4151,7.4,159,4.69,1
4152,7.0,153,4.83,1
4153,7.1,147,4.3,1
4154,7.2,114,4.87,1
4155,7.6,44,4.72,1
4156,7.8,90,4.41,1
4157,7.9,17,4.94,1
4158,7.6,55,4.62,1
4159,7.1,144,4.46,1
4160,7.3,126,4.81,1
4161,7.0,83,4.8,1
4162,7.4,126,4.89,1
4163,7.7,30,4.33,1
4164,7.8,102,4.73,1
4165,7.5,94,4.93,1
4166,7.5,74,4.47,1
4167,7.1,155,4.5,1
4168,7.0,10,4.37,1
4169,6.9,159,4.95,1
4170,6.9,164,4.87,1
4171,7.4,20,4.48,1
4172,7.0,161,4.78,1
4173,7.1,25,4.41,1
4174,7.8,9,4.83,1
4175,7.9,148,4.28,1
4176,7.4,83,4.71,1
4177,7.9,69,4.55,1
4178,7.2,99,4.88,1
4179,7.3,168,4.21,1
4180,7.3,60,4.43,1
4181,6.8,75,4.37,1
4182,7.3,22,4.63,1
4183,7.9,10,4.82,1
4184,6.9,121,4.7,1
4185,6.8,56,4.9,1
4186,7.4,45,4.45,1
4187,7.0,67,4.31,1
4188,7.9,45,4.33,1
4189,6.9,88,4.42,1
4190,7.9,12,4.98,1
4191,7.5,71,4.66,1
4192,7.5,146,4.36,1
4193,7.5,69,4.24,1
4194,7.5,155,4.67,1
4195,7.2,9,4.88,1
4196,7.5,149,4.79,1
4197,7.7,81,4.55,1
4198,7.5,42,4.61,1
4199,7.5,46,4.26,1
4200,6.7,23,4.49,1
4201,6.8,116,4.62,1
4202,7.9,19,4.31,1
4203,7.7,144,4.65,1
4204,6.7,149,4.42,1
4205,7.2,48,4.55,1
4206,7.3,166,4.73,1
4207,7.0,33,4.3,1
4208,7.6,99,4.54,1
4209,7.1,60,4.56,1
4210,6.8,132,4.45,1
4211,7.0,29,4.34,1
4212,7.9,25,4.25,1
4213,6.9,155,4.59,1
4214,7.4,36,4.62,1
4215,7.8,123,4.79,1
4216,7.8,138,4.39,1
4217,7.0,18,4.84,1
4218,7.2,149,4.68,1
4219,6.9,113,4.88,1
4220,7.5,82,4.55,1
4221,7.6,54,4.75,1
4222,7.1,21,4.72,1
4223,6.9,75,4.84,1
4224,6.9,64,4.91,1
4225,7.1,80,4.24,1
4226,6.8,79,4.65,1
4227,7.8,31,4.31,1
4228,7.5,155,4.29,1
4229,7.4,44,4.81,1
4230,7.9,24,4.74,1
4231,7.3,118,4.73,1
4232,7.9,79,4.94,1
4233,7.8,76,4.46,1
4234,7.5,119,4.42,1
4235,7.1,58,4.57,1
4236,7.9,139,4.58,1
4237,7.3,119,4.34,1
4238,6.7,20,4.38,1
4239,7.1,21,4.94,1
4240,7.7,54,4.99,1
4241,7.9,154,4.75,1
4242,7.3,56,4.29,1
4243,7.5,124,4.7,1
4244,7.3,151,4.54,1
4245,6.9,162,4.5,1
4246,7.7,79,4.34,1
4247,7.3,139,4.58,1
4248,6.9,113,4.8,1
4249,7.1,152,4.4,1
4250,6.7,141,4.42,1
4251,7.9,162,4.92,1
4252,7.4,131,4.39,1
4253,7.3,30,4.79,1
4254,6.9,63,4.23,1
4255,7.7,105,4.74,1
4256,7.8,120,4.22,1
4257,7.5,133,4.73,1
4258,6.9,82,4.81,1
4259,7.0,46,4.41,1
4260,7.3,13,4.93,1
4261,7.0,122,4.67,1
4262,6.7,140,4.49,1
4263,7.1,131,4.9,1
4264,7.1,63,4.34,1
4265,7.2,88,4.8,1
4266,7.6,80,4.3,1
4267,7.4,162,4.77,1
4268,7.6,24,4.34,1
4269,7.0,0,4.35,1
4270,7.6,135,4.38,1
4271,7.2,139,4.41,1
4272,7.2,96,4.59,1
4273,7.2,47,4.78,1
4274,7.6,3,4.63,1
4275,7.1,6,4.23,1
4276,6.9,88,4.82,1
4277,7.8,155,4.45,1
4278,7.2,36,4.27,1
4279,6.9,15,4.98,1
4280,6.9,152,4.56,1
4281,7.3,11,4.63,1
4282,7.9,169,4.74,1
4283,7.8,145,4.35,1
4284,7.5,112,4.25,1
4285,7.2,145,4.49,1
4286,7.2,62,4.64,1
4287,7.1,96,4.95,1
4288,7.3,150,4.98,1
4289,6.9,69,4.83,1
4290,7.5,53,4.46,1
4291,7.1,53,4.57,1
4292,7.0,163,4.91,1
4293,7.8,80,4.74,1
4294,7.8,158,4.84,1
4295,7.4,53,4.36,1
4296,6.9,122,4.45,1
4297,6.9,136,4.48,1
4298,7.4,35,4.6,1
4299,6.8,25,4.72,1
4300,6.7,136,4.93,1
4301,7.7,24,4.42,1
4302,7.6,75,4.92,1
4303,7.4,158,4.96,1
4304,6.7,86,4.57,1
4305,7.3,32,4.48,1
4306,6.7,25,4.38,1
4307,6.8,145,4.39,1
4308,7.4,107,4.71,1
4309,7.3,148,4.4,1
4310,7.8,106,4.7,1
4311,6.8,70,4.76,1
4312,7.5,148,4.61,1
4313,7.6,61,4.69,1
4314,7.0,95,4.81,1
4315,6.7,97,4.78,1
4316,6.9,99,4.32,1
4317,6.8,50,4.81,1
4318,7.3,144,4.46,1
4319,7.2,39,4.4,1
4320,6.8,33,4.8,1
4321,6.8,90,4.73,1
4322,7.0,133,4.91,1
4323,7.4,31,4.41,1
4324,6.9,133,4.88,1
4325,7.5,41,4.46,1
4326,7.3,69,4.32,1
4327,6.9,66,4.75,1
4328,7.9,161,4.68,1
4329,7.4,102,4.46,1
4330,7.5,37,4.78,1
4331,7.7,71,4.28,1
4332,6.8,17,4.27,1
4333,7.4,35,4.56,1
4334,6.9,84,4.22,1
4335,6.9,117,4.73,1
4336,6.8,145,4.31,1
4337,7.2,150,4.37,1
4338,7.6,144,4.7,1
4339,7.3,28,4.48,1
4340,7.4,66,4.58,1
4341,7.1,138,4.78,1
4342,7.6,119,4.78,1
4343,7.9,83,4.73,1
4344,7.9,108,4.93,1
4345,7.9,167,4.53,1
4346,7.5,4,4.77,1
4347,7.7,155,4.26,1
4348,7.3,61,4.89,1
4349,7.9,96,4.74,1
4350,7.4,143,4.39,1
4351,7.8,73,4.55,1
4352,6.7,154,4.41,1
4353,7.1,27,4.9,1
4354,6.7,94,4.71,1
4355,7.7,41,4.65,1
4356,6.8,110,4.23,1
4357,7.2,47,4.42,1
4358,7.2,13,4.51,1
4359,6.7,8,4.37,1
4360,7.9,9,4.93,1
4361,7.5,92,4.77,1
4362,7.7,37,4.35,1
4363,7.2,65,4.77,1
4364,7.9,105,4.89,1
4365,7.5,156,4.48,1
4366,7.3,69,4.89,1
4367,7.2,164,4.37,1
4368,6.7,90,4.65,1
4369,7.5,105,4.58,1
4370,6.7,169,4.5,1
4371,7.4,154,4.71,1
4372,7.5,91,4.79,1
4373,7.3,147,4.76,1
4374,6.7,37,4.69,1
4375,6.9,153,4.69,1
4376,7.1,143,4.74,1
4377,7.3,70,4.26,1
4378,7.6,76,4.23,1
4379,7.5,53,4.92,1
4380,6.7,119,4.4,1
4381,6.8,48,4.25,1
4382,7.7,15,4.27,1
4383,7.4,42,4.46,1
4384,7.1,163,4.57,1
4385,7.7,53,4.55,1
4386,7.5,53,4.98,1
4387,7.8,128,4.21,1
4388,7.6,12,4.78,1
4389,7.3,1,4.54,1
4390,6.8,71,4.62,1
4391,7.5,102,4.29,1
4392,7.3,87,4.5,1
4393,6.9,15,4.83,1
4394,7.7,120,4.87,1
4395,7.2,82,4.43,1
4396,7.4,9,4.29,1
4397,6.7,53,4.28,1
4398,6.7,162,4.86,1
4399,6.7,73,4.37,1
4400,7.3,142,4.63,1
4401,7.2,8,4.23,1
4402,7.0,135,4.83,1
4403,6.8,78,4.94,1
4404,7.6,134,4.71,1
4405,7.1,118,4.7,1
4406,6.7,83,4.53,1
4407,7.5,129,4.69,1
4408,6.9,144,4.21,1
4409,7.4,166,4.87,1
4410,6.8,59,4.89,1
4411,7.7,69,4.81,1
4412,7.2,5,4.65,1
4413,7.2,61,4.31,1
4414,6.9,55,4.65,1
4415,7.7,44,4.85,1
4416,7.7,38,4.63,1
4417,6.8,59,4.3,1
4418,7.2,121,4.5,1
4419,7.1,148,4.34,1
4420,7.1,15,4.99,1
4421,7.2,52,4.42,1
4422,7.8,4,4.37,1
4423,7.6,38,4.83,1
4424,6.9,161,4.27,1
4425,7.1,109,4.94,1
4426,7.9,128,4.3,1
4427,7.1,130,4.89,1
4428,6.8,144,4.84,1
4429,7.8,89,4.27,1
4430,7.9,4,4.87,1
4431,7.5,83,4.73,1
4432,7.5,167,4.57,1
4433,7.8,152,4.34,1
4434,7.7,83,4.93,1
4435,6.7,72,4.92,1
4436,7.9,49,4.27,1
4437,7.3,12,4.36,1
4438,7.1,21,4.58,1
4439,6.9,49,4.27,1
4440,7.2,0,4.54,1
4441,7.8,141,4.27,1
4442,7.1,76,4.58,1
4443,7.9,19,4.58,1
4444,7.9,21,4.62,1
4445,6.8,127,4.26,1
4446,7.5,101,4.73,1
4447,6.9,6,4.8,1
4448,7.7,163,4.4,1
4449,7.2,75,4.43,1
4450,7.1,111,4.44,1
4451,6.9,25,4.77,1
4452,7.7,9,4.45,1
4453,7.8,74,4.78,1
4454,7.3,148,4.28,1
4455,7.1,115,4.39,1
4456,7.8,109,4.31,1
4457,7.9,98,4.84,1
4458,7.2,87,4.87,1
4459,7.9,151,4.7,1
4460,7.7,91,4.33,1
4461,7.0,35,4.54,1
4462,7.4,129,4.29,1
4463,7.4,159,4.39,1
4464,7.2,28,4.45,1
4465,7.6,161,4.98,1
4466,7.2,10,4.66,1
4467,7.5,159,4.78,1
4468,7.0,37,4.71,1
4469,7.2,123,4.57,1
4470,6.9,30,4.88,1
4471,7.2,107,4.61,1
4472,7.7,126,4.81,1
4473,7.7,119,4.94,1
4474,7.4,20,4.85,1
4475,7.9,151,4.9,1
4476,7.2,21,4.65,1
4477,7.7,58,4.66,1
4478,6.8,49,4.43,1
4479,6.8,108,4.34,1
4480,6.8,54,4.63,1
4481,7.1,34,4.55,1
4482,7.8,62,4.71,1
4483,7.0,104,4.49,1
4484,7.1,77,4.21,1
4485,7.4,64,4.86,1
4486,7.4,75,4.28,1
4487,6.7,126,4.83,1
4488,7.5,106,4.57,1
4489,7.8,40,4.48,1
4490,7.3,99,4.71,1
4491,7.1,107,4.96,1
4492,6.8,64,4.95,1
4493,6.9,25,4.96,1
4494,6.9,78,4.5,1
4495,7.6,54,4.44,1
4496,7.2,166,4.46,1
4497,7.1,28,4.64,1
4498,6.7,158,4.38,1
4499,6.9,86,4.74,1
4500,7.8,80,4.64,1
4501,7.7,137,4.46,1
4502,7.5,65,4.39,1
4503,7.9,75,4.53,1
4504,6.8,20,4.27,1
4505,7.3,166,4.52,1
4506,6.7,8,4.62,1
4507,7.0,110,4.68,1
4508,7.4,125,4.34,1
4509,7.8,136,4.26,1
4510,7.5,108,4.87,1
4511,7.6,100,4.82,1
4512,7.3,36,4.55,1
4513,7.5,87,4.26,1
4514,7.4,138,4.86,1
4515,7.1,6,4.95,1
4516,7.1,21,4.24,1
4517,7.4,165,4.74,1
4518,6.8,121,4.56,1
4519,7.3,146,4.46,1
4520,7.8,12,4.51,1
4521,6.7,43,4.52,1
4522,7.8,149,4.45,1
4523,7.7,100,4.76,1
4524,7.4,116,4.95,1
4525,7.1,119,4.45,1
4526,7.8,104,4.74,1
4527,7.6,80,4.43,1
4528,6.8,123,4.76,1
4529,6.8,88,4.56,1
4530,7.3,161,4.89,1
4531,6.9,83,4.76,1
4532,7.6,103,4.35,1
4533,7.2,43,4.38,1
4534,7.1,112,4.35,1
4535,7.2,49,4.46,1
4536,6.9,166,4.85,1
4537,7.2,30,4.9,1
4538,6.9,139,4.47,1
4539,7.6,125,4.67,1
4540,6.9,126,4.34,1
4541,7.1,44,4.72,1
4542,7.6,29,4.44,1
4543,6.9,123,4.91,1
4544,7.4,149,4.38,1
4545,7.0,168,4.54,1
4546,7.9,142,4.6,1
4547,7.1,126,4.41,1
4548,6.9,113,4.77,1
4549,7.5,154,4.38,1
4550,7.9,82,4.46,1
4551,7.7,30,4.24,1
4552,6.7,140,4.39,1
4553,6.7,36,4.75,1
4554,7.8,137,4.28,1
4555,7.5,36,4.58,1
4556,6.7,149,4.27,1
4557,6.9,164,4.95,1
4558,7.1,7,4.43,1
4559,7.3,105,4.34,1
4560,7.0,21,4.57,1
4561,7.8,166,4.34,1
4562,7.1,97,4.46,1
4563,7.4,62,4.42,1
